IL_L5PHIA_2S_2_A input=>  output=> VMR_L5PHIA.stubin
IL_L5PHIA_neg_2S_1_A input=>  output=> VMR_L5PHIA.stubin
IL_L5PHIA_neg_2S_2_A input=>  output=> VMR_L5PHIA.stubin
IL_L5PHIB_2S_2_A input=>  output=> VMR_L5PHIB.stubin
IL_L5PHIB_neg_2S_2_A input=>  output=> VMR_L5PHIB.stubin
IL_L5PHIC_2S_2_B input=>  output=> VMR_L5PHIC.stubin
IL_L5PHIC_neg_2S_2_B input=>  output=> VMR_L5PHIC.stubin
IL_L5PHID_2S_1_B input=>  output=> VMR_L5PHID.stubin
IL_L5PHID_2S_2_B input=>  output=> VMR_L5PHID.stubin
IL_L5PHID_neg_2S_1_B input=>  output=> VMR_L5PHID.stubin
IL_L5PHID_neg_2S_2_B input=>  output=> VMR_L5PHID.stubin
IL_L6PHIA_2S_3_A input=>  output=> VMR_L6PHIA.stubin
IL_L6PHIA_2S_4_A input=>  output=> VMR_L6PHIA.stubin
IL_L6PHIA_neg_2S_3_A input=>  output=> VMR_L6PHIA.stubin
IL_L6PHIA_neg_2S_4_A input=>  output=> VMR_L6PHIA.stubin
IL_L6PHIB_2S_3_A input=>  output=> VMR_L6PHIB.stubin
IL_L6PHIB_2S_4_A input=>  output=> VMR_L6PHIB.stubin
IL_L6PHIB_neg_2S_3_A input=>  output=> VMR_L6PHIB.stubin
IL_L6PHIB_neg_2S_4_A input=>  output=> VMR_L6PHIB.stubin
IL_L6PHIC_2S_3_B input=>  output=> VMR_L6PHIC.stubin
IL_L6PHIC_2S_4_B input=>  output=> VMR_L6PHIC.stubin
IL_L6PHIC_neg_2S_3_B input=>  output=> VMR_L6PHIC.stubin
IL_L6PHIC_neg_2S_4_B input=>  output=> VMR_L6PHIC.stubin
IL_L6PHID_2S_3_B input=>  output=> VMR_L6PHID.stubin
IL_L6PHID_2S_4_B input=>  output=> VMR_L6PHID.stubin
IL_L6PHID_neg_2S_3_B input=>  output=> VMR_L6PHID.stubin
IL_L6PHID_neg_2S_4_B input=>  output=> VMR_L6PHID.stubin
IL_D1PHIA_2S_5_A input=>  output=> VMR_D1PHIA.stubin
IL_D1PHIA_PS10G_2_A input=>  output=> VMR_D1PHIA.stubin
IL_D1PHIA_PS5G_4_A input=>  output=> VMR_D1PHIA.stubin
IL_D1PHIA_neg_2S_5_A input=>  output=> VMR_D1PHIA.stubin
IL_D1PHIA_neg_PS10G_2_A input=>  output=> VMR_D1PHIA.stubin
IL_D1PHIA_neg_PS5G_4_A input=>  output=> VMR_D1PHIA.stubin
IL_D1PHIB_2S_5_A input=>  output=> VMR_D1PHIB.stubin
IL_D1PHIB_PS10G_2_A input=>  output=> VMR_D1PHIB.stubin
IL_D1PHIB_PS5G_4_A input=>  output=> VMR_D1PHIB.stubin
IL_D1PHIB_neg_2S_5_A input=>  output=> VMR_D1PHIB.stubin
IL_D1PHIB_neg_PS10G_2_A input=>  output=> VMR_D1PHIB.stubin
IL_D1PHIB_neg_PS5G_4_A input=>  output=> VMR_D1PHIB.stubin
IL_D1PHIC_2S_5_B input=>  output=> VMR_D1PHIC.stubin
IL_D1PHIC_PS10G_2_B input=>  output=> VMR_D1PHIC.stubin
IL_D1PHIC_PS5G_4_B input=>  output=> VMR_D1PHIC.stubin
IL_D1PHIC_neg_2S_5_B input=>  output=> VMR_D1PHIC.stubin
IL_D1PHIC_neg_PS10G_2_B input=>  output=> VMR_D1PHIC.stubin
IL_D1PHIC_neg_PS5G_4_B input=>  output=> VMR_D1PHIC.stubin
IL_D1PHID_2S_5_B input=>  output=> VMR_D1PHID.stubin
IL_D1PHID_PS10G_2_B input=>  output=> VMR_D1PHID.stubin
IL_D1PHID_PS5G_4_B input=>  output=> VMR_D1PHID.stubin
IL_D1PHID_neg_2S_5_B input=>  output=> VMR_D1PHID.stubin
IL_D1PHID_neg_PS10G_2_B input=>  output=> VMR_D1PHID.stubin
IL_D1PHID_neg_PS5G_4_B input=>  output=> VMR_D1PHID.stubin
IL_D2PHIA_2S_6_A input=>  output=> VMR_D2PHIA.stubin
IL_D2PHIA_PS10G_1_A input=>  output=> VMR_D2PHIA.stubin
IL_D2PHIA_PS5G_5_A input=>  output=> VMR_D2PHIA.stubin
IL_D2PHIA_neg_2S_6_A input=>  output=> VMR_D2PHIA.stubin
IL_D2PHIA_neg_PS10G_1_A input=>  output=> VMR_D2PHIA.stubin
IL_D2PHIA_neg_PS5G_5_A input=>  output=> VMR_D2PHIA.stubin
IL_D2PHIB_2S_6_A input=>  output=> VMR_D2PHIB.stubin
IL_D2PHIB_PS10G_1_A input=>  output=> VMR_D2PHIB.stubin
IL_D2PHIB_PS5G_5_A input=>  output=> VMR_D2PHIB.stubin
IL_D2PHIB_neg_2S_6_A input=>  output=> VMR_D2PHIB.stubin
IL_D2PHIB_neg_PS10G_1_A input=>  output=> VMR_D2PHIB.stubin
IL_D2PHIB_neg_PS5G_5_A input=>  output=> VMR_D2PHIB.stubin
IL_D2PHIC_2S_6_B input=>  output=> VMR_D2PHIC.stubin
IL_D2PHIC_PS10G_1_B input=>  output=> VMR_D2PHIC.stubin
IL_D2PHIC_PS5G_5_B input=>  output=> VMR_D2PHIC.stubin
IL_D2PHIC_neg_2S_6_B input=>  output=> VMR_D2PHIC.stubin
IL_D2PHIC_neg_PS10G_1_B input=>  output=> VMR_D2PHIC.stubin
IL_D2PHIC_neg_PS5G_5_B input=>  output=> VMR_D2PHIC.stubin
IL_D2PHID_2S_6_B input=>  output=> VMR_D2PHID.stubin
IL_D2PHID_PS10G_1_B input=>  output=> VMR_D2PHID.stubin
IL_D2PHID_PS5G_5_B input=>  output=> VMR_D2PHID.stubin
IL_D2PHID_neg_2S_6_B input=>  output=> VMR_D2PHID.stubin
IL_D2PHID_neg_PS10G_1_B input=>  output=> VMR_D2PHID.stubin
IL_D2PHID_neg_PS5G_5_B input=>  output=> VMR_D2PHID.stubin
IL_D3PHIA_2S_4_A input=>  output=> VMR_D3PHIA.stubin
IL_D3PHIA_PS10G_2_A input=>  output=> VMR_D3PHIA.stubin
IL_D3PHIA_PS5G_4_A input=>  output=> VMR_D3PHIA.stubin
IL_D3PHIA_neg_2S_4_A input=>  output=> VMR_D3PHIA.stubin
IL_D3PHIA_neg_PS10G_2_A input=>  output=> VMR_D3PHIA.stubin
IL_D3PHIA_neg_PS5G_4_A input=>  output=> VMR_D3PHIA.stubin
IL_D3PHIB_2S_4_A input=>  output=> VMR_D3PHIB.stubin
IL_D3PHIB_PS10G_2_A input=>  output=> VMR_D3PHIB.stubin
IL_D3PHIB_PS5G_4_A input=>  output=> VMR_D3PHIB.stubin
IL_D3PHIB_neg_2S_4_A input=>  output=> VMR_D3PHIB.stubin
IL_D3PHIB_neg_PS10G_2_A input=>  output=> VMR_D3PHIB.stubin
IL_D3PHIB_neg_PS5G_4_A input=>  output=> VMR_D3PHIB.stubin
IL_D3PHIC_2S_4_B input=>  output=> VMR_D3PHIC.stubin
IL_D3PHIC_PS10G_2_B input=>  output=> VMR_D3PHIC.stubin
IL_D3PHIC_PS5G_4_B input=>  output=> VMR_D3PHIC.stubin
IL_D3PHIC_neg_2S_4_B input=>  output=> VMR_D3PHIC.stubin
IL_D3PHIC_neg_PS10G_2_B input=>  output=> VMR_D3PHIC.stubin
IL_D3PHIC_neg_PS5G_4_B input=>  output=> VMR_D3PHIC.stubin
IL_D3PHID_2S_4_B input=>  output=> VMR_D3PHID.stubin
IL_D3PHID_PS10G_2_B input=>  output=> VMR_D3PHID.stubin
IL_D3PHID_PS5G_4_B input=>  output=> VMR_D3PHID.stubin
IL_D3PHID_neg_2S_4_B input=>  output=> VMR_D3PHID.stubin
IL_D3PHID_neg_PS10G_2_B input=>  output=> VMR_D3PHID.stubin
IL_D3PHID_neg_PS5G_4_B input=>  output=> VMR_D3PHID.stubin
IL_D4PHIA_2S_5_A input=>  output=> VMR_D4PHIA.stubin
IL_D4PHIA_PS10G_1_A input=>  output=> VMR_D4PHIA.stubin
IL_D4PHIA_PS5G_6_A input=>  output=> VMR_D4PHIA.stubin
IL_D4PHIA_neg_2S_5_A input=>  output=> VMR_D4PHIA.stubin
IL_D4PHIA_neg_PS10G_1_A input=>  output=> VMR_D4PHIA.stubin
IL_D4PHIA_neg_PS5G_6_A input=>  output=> VMR_D4PHIA.stubin
IL_D4PHIB_2S_5_A input=>  output=> VMR_D4PHIB.stubin
IL_D4PHIB_PS10G_1_A input=>  output=> VMR_D4PHIB.stubin
IL_D4PHIB_PS5G_6_A input=>  output=> VMR_D4PHIB.stubin
IL_D4PHIB_neg_2S_5_A input=>  output=> VMR_D4PHIB.stubin
IL_D4PHIB_neg_PS10G_1_A input=>  output=> VMR_D4PHIB.stubin
IL_D4PHIB_neg_PS5G_6_A input=>  output=> VMR_D4PHIB.stubin
IL_D4PHIC_2S_5_B input=>  output=> VMR_D4PHIC.stubin
IL_D4PHIC_PS10G_1_B input=>  output=> VMR_D4PHIC.stubin
IL_D4PHIC_PS5G_6_B input=>  output=> VMR_D4PHIC.stubin
IL_D4PHIC_neg_2S_5_B input=>  output=> VMR_D4PHIC.stubin
IL_D4PHIC_neg_PS10G_1_B input=>  output=> VMR_D4PHIC.stubin
IL_D4PHIC_neg_PS5G_6_B input=>  output=> VMR_D4PHIC.stubin
IL_D4PHID_2S_5_B input=>  output=> VMR_D4PHID.stubin
IL_D4PHID_PS10G_1_B input=>  output=> VMR_D4PHID.stubin
IL_D4PHID_PS5G_6_B input=>  output=> VMR_D4PHID.stubin
IL_D4PHID_neg_2S_5_B input=>  output=> VMR_D4PHID.stubin
IL_D4PHID_neg_PS10G_1_B input=>  output=> VMR_D4PHID.stubin
IL_D4PHID_neg_PS5G_6_B input=>  output=> VMR_D4PHID.stubin
IL_D5PHIA_2S_6_A input=>  output=> VMR_D5PHIA.stubin
IL_D5PHIA_PS10G_2_A input=>  output=> VMR_D5PHIA.stubin
IL_D5PHIA_PS5G_4_A input=>  output=> VMR_D5PHIA.stubin
IL_D5PHIA_neg_2S_6_A input=>  output=> VMR_D5PHIA.stubin
IL_D5PHIA_neg_PS10G_2_A input=>  output=> VMR_D5PHIA.stubin
IL_D5PHIA_neg_PS5G_4_A input=>  output=> VMR_D5PHIA.stubin
IL_D5PHIB_2S_6_A input=>  output=> VMR_D5PHIB.stubin
IL_D5PHIB_PS10G_2_A input=>  output=> VMR_D5PHIB.stubin
IL_D5PHIB_PS5G_4_A input=>  output=> VMR_D5PHIB.stubin
IL_D5PHIB_neg_2S_6_A input=>  output=> VMR_D5PHIB.stubin
IL_D5PHIB_neg_PS10G_2_A input=>  output=> VMR_D5PHIB.stubin
IL_D5PHIB_neg_PS5G_4_A input=>  output=> VMR_D5PHIB.stubin
IL_D5PHIC_2S_6_B input=>  output=> VMR_D5PHIC.stubin
IL_D5PHIC_PS10G_2_B input=>  output=> VMR_D5PHIC.stubin
IL_D5PHIC_PS5G_4_B input=>  output=> VMR_D5PHIC.stubin
IL_D5PHIC_neg_2S_6_B input=>  output=> VMR_D5PHIC.stubin
IL_D5PHIC_neg_PS10G_2_B input=>  output=> VMR_D5PHIC.stubin
IL_D5PHIC_neg_PS5G_4_B input=>  output=> VMR_D5PHIC.stubin
IL_D5PHID_2S_6_B input=>  output=> VMR_D5PHID.stubin
IL_D5PHID_PS10G_2_B input=>  output=> VMR_D5PHID.stubin
IL_D5PHID_PS5G_4_B input=>  output=> VMR_D5PHID.stubin
IL_D5PHID_neg_2S_6_B input=>  output=> VMR_D5PHID.stubin
IL_D5PHID_neg_PS10G_2_B input=>  output=> VMR_D5PHID.stubin
IL_D5PHID_neg_PS5G_4_B input=>  output=> VMR_D5PHID.stubin
VMSTE_L1PHIA1n1 input=> VMR_L1PHIA.vmstuboutPHIA1n1  output=> TP_L1L2A.innervmstubin
VMSTE_L2PHIA1n1 input=> VMR_L2PHIA.vmstuboutPHIA1n1  output=> TP_L1L2A.outervmstubin
VMSTE_L1PHIA1n2 input=> VMR_L1PHIA.vmstuboutPHIA1n2  output=> TP_L1L2A.innervmstubin
VMSTE_L2PHIA2n1 input=> VMR_L2PHIA.vmstuboutPHIA2n1  output=> TP_L1L2A.outervmstubin
VMSTE_L1PHIA1n3 input=> VMR_L1PHIA.vmstuboutPHIA1n3  output=> TP_L1L2A.innervmstubin
VMSTE_L2PHIA3n1 input=> VMR_L2PHIA.vmstuboutPHIA3n1  output=> TP_L1L2A.outervmstubin
VMSTE_L1PHIA2n1 input=> VMR_L1PHIA.vmstuboutPHIA2n1  output=> TP_L1L2A.innervmstubin
VMSTE_L2PHIA1n2 input=> VMR_L2PHIA.vmstuboutPHIA1n2  output=> TP_L1L2A.outervmstubin
VMSTE_L1PHIA2n2 input=> VMR_L1PHIA.vmstuboutPHIA2n2  output=> TP_L1L2A.innervmstubin
VMSTE_L2PHIA2n2 input=> VMR_L2PHIA.vmstuboutPHIA2n2  output=> TP_L1L2A.outervmstubin
VMSTE_L1PHIA2n3 input=> VMR_L1PHIA.vmstuboutPHIA2n3  output=> TP_L1L2A.innervmstubin
VMSTE_L2PHIA3n2 input=> VMR_L2PHIA.vmstuboutPHIA3n2  output=> TP_L1L2A.outervmstubin
VMSTE_L1PHIA2n4 input=> VMR_L1PHIA.vmstuboutPHIA2n4  output=> TP_L1L2A.innervmstubin
VMSTE_L2PHIA4n1 input=> VMR_L2PHIA.vmstuboutPHIA4n1  output=> TP_L1L2A.outervmstubin
VMSTE_L1PHIA3n1 input=> VMR_L1PHIA.vmstuboutPHIA3n1  output=> TP_L1L2A.innervmstubin
VMSTE_L2PHIA1n3 input=> VMR_L2PHIA.vmstuboutPHIA1n3  output=> TP_L1L2A.outervmstubin
VMSTE_L1PHIA3n2 input=> VMR_L1PHIA.vmstuboutPHIA3n2  output=> TP_L1L2A.innervmstubin
VMSTE_L2PHIA2n3 input=> VMR_L2PHIA.vmstuboutPHIA2n3  output=> TP_L1L2A.outervmstubin
VMSTE_L1PHIA3n3 input=> VMR_L1PHIA.vmstuboutPHIA3n3  output=> TP_L1L2A.innervmstubin
VMSTE_L2PHIA3n3 input=> VMR_L2PHIA.vmstuboutPHIA3n3  output=> TP_L1L2A.outervmstubin
VMSTE_L1PHIA3n4 input=> VMR_L1PHIA.vmstuboutPHIA3n4  output=> TP_L1L2A.innervmstubin
VMSTE_L2PHIA4n2 input=> VMR_L2PHIA.vmstuboutPHIA4n2  output=> TP_L1L2A.outervmstubin
VMSTE_L1PHIA3n5 input=> VMR_L1PHIA.vmstuboutPHIA3n5  output=> TP_L1L2A.innervmstubin
VMSTE_L2PHIA5n1 input=> VMR_L2PHIA.vmstuboutPHIA5n1  output=> TP_L1L2A.outervmstubin
VMSTE_L1PHIA4n1 input=> VMR_L1PHIA.vmstuboutPHIA4n1  output=> TP_L1L2A.innervmstubin
VMSTE_L2PHIA2n4 input=> VMR_L2PHIA.vmstuboutPHIA2n4  output=> TP_L1L2A.outervmstubin
AS_L1PHIAn1 input=> VMR_L1PHIA.allstuboutn1  output=> TP_L1L2A.innerallstubin
AS_L2PHIAn1 input=> VMR_L2PHIA.allstuboutn1  output=> TP_L1L2A.outerallstubin
VMSTE_L1PHIA4n2 input=> VMR_L1PHIA.vmstuboutPHIA4n2  output=> TP_L1L2B.innervmstubin
VMSTE_L2PHIA3n4 input=> VMR_L2PHIA.vmstuboutPHIA3n4  output=> TP_L1L2B.outervmstubin
VMSTE_L1PHIA4n3 input=> VMR_L1PHIA.vmstuboutPHIA4n3  output=> TP_L1L2B.innervmstubin
VMSTE_L2PHIA4n3 input=> VMR_L2PHIA.vmstuboutPHIA4n3  output=> TP_L1L2B.outervmstubin
VMSTE_L1PHIA4n4 input=> VMR_L1PHIA.vmstuboutPHIA4n4  output=> TP_L1L2B.innervmstubin
VMSTE_L2PHIA5n2 input=> VMR_L2PHIA.vmstuboutPHIA5n2  output=> TP_L1L2B.outervmstubin
VMSTE_L1PHIA4n5 input=> VMR_L1PHIA.vmstuboutPHIA4n5  output=> TP_L1L2B.innervmstubin
VMSTE_L2PHIA6n1 input=> VMR_L2PHIA.vmstuboutPHIA6n1  output=> TP_L1L2B.outervmstubin
VMSTE_L1PHIB5n1 input=> VMR_L1PHIB.vmstuboutPHIB5n1  output=> TP_L1L2B.innervmstubin
VMSTE_L2PHIA3n5 input=> VMR_L2PHIA.vmstuboutPHIA3n5  output=> TP_L1L2B.outervmstubin
VMSTE_L1PHIB5n2 input=> VMR_L1PHIB.vmstuboutPHIB5n2  output=> TP_L1L2B.innervmstubin
VMSTE_L2PHIA4n4 input=> VMR_L2PHIA.vmstuboutPHIA4n4  output=> TP_L1L2B.outervmstubin
VMSTE_L1PHIB5n3 input=> VMR_L1PHIB.vmstuboutPHIB5n3  output=> TP_L1L2B.innervmstubin
VMSTE_L2PHIA5n3 input=> VMR_L2PHIA.vmstuboutPHIA5n3  output=> TP_L1L2B.outervmstubin
VMSTE_L1PHIB5n4 input=> VMR_L1PHIB.vmstuboutPHIB5n4  output=> TP_L1L2B.innervmstubin
VMSTE_L2PHIA6n2 input=> VMR_L2PHIA.vmstuboutPHIA6n2  output=> TP_L1L2B.outervmstubin
VMSTE_L1PHIB5n5 input=> VMR_L1PHIB.vmstuboutPHIB5n5  output=> TP_L1L2B.innervmstubin
VMSTE_L2PHIA7n1 input=> VMR_L2PHIA.vmstuboutPHIA7n1  output=> TP_L1L2B.outervmstubin
VMSTE_L1PHIB6n1 input=> VMR_L1PHIB.vmstuboutPHIB6n1  output=> TP_L1L2B.innervmstubin
VMSTE_L2PHIA4n5 input=> VMR_L2PHIA.vmstuboutPHIA4n5  output=> TP_L1L2B.outervmstubin
VMSTE_L1PHIB6n2 input=> VMR_L1PHIB.vmstuboutPHIB6n2  output=> TP_L1L2B.innervmstubin
VMSTE_L2PHIA5n4 input=> VMR_L2PHIA.vmstuboutPHIA5n4  output=> TP_L1L2B.outervmstubin
VMSTE_L1PHIB6n3 input=> VMR_L1PHIB.vmstuboutPHIB6n3  output=> TP_L1L2B.innervmstubin
VMSTE_L2PHIA6n3 input=> VMR_L2PHIA.vmstuboutPHIA6n3  output=> TP_L1L2B.outervmstubin
VMSTE_L1PHIB6n4 input=> VMR_L1PHIB.vmstuboutPHIB6n4  output=> TP_L1L2B.innervmstubin
VMSTE_L2PHIA7n2 input=> VMR_L2PHIA.vmstuboutPHIA7n2  output=> TP_L1L2B.outervmstubin
AS_L1PHIAn2 input=> VMR_L1PHIA.allstuboutn2  output=> TP_L1L2B.innerallstubin
AS_L1PHIBn1 input=> VMR_L1PHIB.allstuboutn1  output=> TP_L1L2B.innerallstubin
AS_L2PHIAn2 input=> VMR_L2PHIA.allstuboutn2  output=> TP_L1L2B.outerallstubin
VMSTE_L1PHIB6n5 input=> VMR_L1PHIB.vmstuboutPHIB6n5  output=> TP_L1L2C.innervmstubin
VMSTE_L2PHIA8n1 input=> VMR_L2PHIA.vmstuboutPHIA8n1  output=> TP_L1L2C.outervmstubin
VMSTE_L1PHIB7n1 input=> VMR_L1PHIB.vmstuboutPHIB7n1  output=> TP_L1L2C.innervmstubin
VMSTE_L2PHIA5n5 input=> VMR_L2PHIA.vmstuboutPHIA5n5  output=> TP_L1L2C.outervmstubin
VMSTE_L1PHIB7n2 input=> VMR_L1PHIB.vmstuboutPHIB7n2  output=> TP_L1L2C.innervmstubin
VMSTE_L2PHIA6n4 input=> VMR_L2PHIA.vmstuboutPHIA6n4  output=> TP_L1L2C.outervmstubin
VMSTE_L1PHIB7n3 input=> VMR_L1PHIB.vmstuboutPHIB7n3  output=> TP_L1L2C.innervmstubin
VMSTE_L2PHIA7n3 input=> VMR_L2PHIA.vmstuboutPHIA7n3  output=> TP_L1L2C.outervmstubin
VMSTE_L1PHIB7n4 input=> VMR_L1PHIB.vmstuboutPHIB7n4  output=> TP_L1L2C.innervmstubin
VMSTE_L2PHIA8n2 input=> VMR_L2PHIA.vmstuboutPHIA8n2  output=> TP_L1L2C.outervmstubin
VMSTE_L1PHIB7n5 input=> VMR_L1PHIB.vmstuboutPHIB7n5  output=> TP_L1L2C.innervmstubin
VMSTE_L2PHIB9n1 input=> VMR_L2PHIB.vmstuboutPHIB9n1  output=> TP_L1L2C.outervmstubin
VMSTE_L1PHIB8n1 input=> VMR_L1PHIB.vmstuboutPHIB8n1  output=> TP_L1L2C.innervmstubin
VMSTE_L2PHIA6n5 input=> VMR_L2PHIA.vmstuboutPHIA6n5  output=> TP_L1L2C.outervmstubin
VMSTE_L1PHIB8n2 input=> VMR_L1PHIB.vmstuboutPHIB8n2  output=> TP_L1L2C.innervmstubin
VMSTE_L2PHIA7n4 input=> VMR_L2PHIA.vmstuboutPHIA7n4  output=> TP_L1L2C.outervmstubin
VMSTE_L1PHIB8n3 input=> VMR_L1PHIB.vmstuboutPHIB8n3  output=> TP_L1L2C.innervmstubin
VMSTE_L2PHIA8n3 input=> VMR_L2PHIA.vmstuboutPHIA8n3  output=> TP_L1L2C.outervmstubin
VMSTE_L1PHIB8n4 input=> VMR_L1PHIB.vmstuboutPHIB8n4  output=> TP_L1L2C.innervmstubin
VMSTE_L2PHIB9n2 input=> VMR_L2PHIB.vmstuboutPHIB9n2  output=> TP_L1L2C.outervmstubin
VMSTE_L1PHIB8n5 input=> VMR_L1PHIB.vmstuboutPHIB8n5  output=> TP_L1L2C.innervmstubin
VMSTE_L2PHIB10n1 input=> VMR_L2PHIB.vmstuboutPHIB10n1  output=> TP_L1L2C.outervmstubin
VMSTE_L1PHIC9n1 input=> VMR_L1PHIC.vmstuboutPHIC9n1  output=> TP_L1L2C.innervmstubin
VMSTE_L2PHIA7n5 input=> VMR_L2PHIA.vmstuboutPHIA7n5  output=> TP_L1L2C.outervmstubin
VMSTE_L1PHIC9n2 input=> VMR_L1PHIC.vmstuboutPHIC9n2  output=> TP_L1L2C.innervmstubin
VMSTE_L2PHIA8n4 input=> VMR_L2PHIA.vmstuboutPHIA8n4  output=> TP_L1L2C.outervmstubin
AS_L1PHIBn2 input=> VMR_L1PHIB.allstuboutn2  output=> TP_L1L2C.innerallstubin
AS_L1PHICn1 input=> VMR_L1PHIC.allstuboutn1  output=> TP_L1L2C.innerallstubin
AS_L2PHIAn3 input=> VMR_L2PHIA.allstuboutn3  output=> TP_L1L2C.outerallstubin
AS_L2PHIBn1 input=> VMR_L2PHIB.allstuboutn1  output=> TP_L1L2C.outerallstubin
VMSTE_L1PHIC9n3 input=> VMR_L1PHIC.vmstuboutPHIC9n3  output=> TP_L1L2D.innervmstubin
VMSTE_L2PHIB9n3 input=> VMR_L2PHIB.vmstuboutPHIB9n3  output=> TP_L1L2D.outervmstubin
VMSTE_L1PHIC9n4 input=> VMR_L1PHIC.vmstuboutPHIC9n4  output=> TP_L1L2D.innervmstubin
